,acc_rating,amen_1,amen_10,amen_11,amen_12,amen_13,amen_14,amen_15,amen_16,amen_17,amen_18,amen_19,amen_2,amen_20,amen_21,amen_22,amen_23,amen_24,amen_25,amen_26,amen_27,amen_28,amen_29,amen_3,amen_30,amen_31,amen_32,amen_33,amen_34,amen_35,amen_36,amen_37,amen_38,amen_39,amen_4,amen_40,amen_41,amen_42,amen_43,amen_44,amen_45,amen_46,amen_47,amen_48,amen_49,amen_5,amen_50,amen_6,amen_7,amen_8,amen_9,bed_air,bed_couch,bed_futon,bed_real,bed_sofa,cancel_policy,checkin_rating,cleanliness_rating,communication_rating,dist_ferry,entire_home,guest_sat,host_other_rev_count,hosting_id,instant_book,is_apt,is_house,is_other,is_superhost,is_tent,is_townhouse,is_villa,lat,loc_rating,lon,num_bathrooms,num_bedrooms,num_beds,person_cap,pic_count,price,private_room,prop_type,review_count,review_score,saved_to_wishlist_count,shared_room,value_rating
15706101,10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,4,10,10,10,0.1641444379359806,False,100,0,15706101,False,False,True,False,False,False,False,False,37.81315923599409,10,-122.2302339849653,1,1,1,2,9,38.0,True,House,4,100,40,False,10
15801360,10,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,3,10,10,10,0.19984604447601695,False,100,22,15801360,False,False,True,False,False,False,False,False,37.787082087867546,10,-122.1937755473787,1,1,1,1,3,39.0,True,House,11,100,33,False,10
2601171,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,5,10,10,10,0.10699149874700835,False,97,291,2601171,True,False,True,False,True,False,False,False,37.80796572199218,9,-122.28716182456729,1,1,1,2,7,39.0,True,House,276,97,1145,False,10
16245771,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,5,10,10,10,0.12986666131137842,False,97,12,16245771,True,False,True,False,False,False,False,False,37.687015031567,10,-122.46464053729395,2,1,1,2,6,38.0,True,House,6,97,67,False,10
9198763,10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,3,10,10,10,0.12952839991374723,False,98,91,9198763,False,False,True,False,False,False,False,False,37.840991176717466,9,-122.27211573378305,1.5,1,1,1,1,34.0,True,House,9,98,62,False,10
14507316,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,4,9,8,10,0.12251924029368248,False,72,188,14507316,False,True,False,False,False,False,False,False,37.81580464345277,6,-122.27259337322896,1,1,1,4,2,30.0,True,Apartment,5,72,15,False,8
10746296,9,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,5,9,8,8,0.11556366669428697,False,82,166,10746296,True,False,True,False,False,False,False,False,37.82281906685002,8,-122.28112099161436,1,1,1,2,5,40.0,True,House,25,82,203,False,9
13319551,10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,3,10,9,10,0.13624661157424928,False,97,9,13319551,False,False,True,False,False,False,False,False,37.84383707583211,9,-122.26600846183462,0.5,1,1,2,14,40.0,True,House,7,97,46,False,10
16846956,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,3,,,,0.11850874604982901,False,,0,16846956,True,True,False,False,False,False,False,False,37.84618090613555,,-122.28625588091172,1,1,1,3,14,40.0,True,Apartment,0,,3,False,
13566467,9,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,5,9,9,9,0.10170874132008806,False,90,153,13566467,False,False,True,False,False,False,False,False,37.813103491608544,8,-122.29324368836298,1,1,1,1,21,40.0,True,House,23,90,120,False,9
13512916,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,4,10,10,10,0.14811523381954386,False,96,0,13512916,False,False,True,False,True,False,False,False,37.79491622779874,9,-122.24532545246814,1.5,1,1,1,6,34.0,True,House,34,96,78,False,10
14078631,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True,True,True,True,False,True,False,False,True,False,True,True,True,False,False,True,False,False,False,False,True,False,4,10,10,10,0.12608592962611384,False,98,0,14078631,False,True,False,False,False,False,False,False,37.819287295080805,9,-122.26959368201014,1,1,1,1,9,40.0,True,Apartment,9,98,32,False,10
14770931,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,True,False,3,,,,0.12369156190200654,False,,12,14770931,True,False,False,False,False,True,False,False,37.82023360009108,,-122.27222051605916,1.5,1,1,1,37,35.0,True,Tent,0,,17,False,
15110752,10,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,3,10,10,10,0.1285253500187907,False,100,8,15110752,False,False,True,False,True,False,False,False,37.83164261182454,9,-122.27006415182801,1,1,1,1,8,40.0,True,House,7,100,8,False,10
12813448,9,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,True,False,3,9,9,10,0.21764585381681195,False,92,119,12813448,True,False,True,False,False,False,False,False,37.73443496702487,9,-122.1845712372785,1,1,1,2,10,38.0,True,House,57,92,195,False,9
11419858,10,False,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,4,10,9,10,0.12364226846119661,False,95,0,11419858,False,False,True,False,False,False,False,False,37.84480828990276,9,-122.28000083266902,1,1,1,2,5,40.0,True,House,39,95,98,False,10
9729022,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,False,5,9,8,9,0.20106328242384905,False,83,6,9729022,False,False,True,False,False,False,False,False,37.78152278931773,8,-122.19287073830895,1,1,1,1,5,29.0,True,House,23,83,271,False,9
12992443,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,5,10,10,10,0.1455440427367685,False,87,58,12992443,True,False,True,False,False,False,False,False,37.68612439954778,9,-122.4893197847025,1,1,1,1,11,40.0,True,House,17,87,64,False,8
9806664,,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,3,,,,0.16884406814632336,False,,0,9806664,False,False,True,False,False,False,False,False,37.78274326348321,,-122.22508689358176,1,1,1,1,13,22.0,True,House,0,,34,False,
6292247,10,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,10,9,10,0.14394695417136624,False,100,0,6292247,True,False,True,False,False,False,False,False,37.789011439673175,10,-122.24964396223702,3,1,1,2,3,40.0,True,House,3,100,14,False,10
7888049,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,4,9,9,9,0.1216887332952377,False,88,156,7888049,False,False,True,False,False,False,False,False,37.81488630893244,7,-122.27328462954277,1,1,2,2,13,32.0,True,House,37,88,81,False,8
16259813,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,4,,,,0.14254187414224517,False,,2,16259813,False,False,True,False,False,False,False,False,37.79414955650587,,-122.2509047414926,1,1,1,1,9,35.0,True,House,0,,2,False,
16029644,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,5,10,9,9,0.19513029624700046,False,100,123,16029644,False,False,True,False,False,False,False,False,37.76963451424116,8,-122.20004708930722,1,1,1,2,13,33.0,True,House,2,100,11,False,9
14110760,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,True,False,False,False,True,False,3,2,10,6,0.13029822807464897,False,80,1,14110760,False,False,True,False,False,False,False,False,37.83278335437643,8,-122.26855210596379,2,1,1,1,8,40.0,True,House,1,80,15,False,10
14471459,8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,5,8,8,8,0.11463700554695218,False,76,38,14471459,True,False,True,False,False,False,False,False,37.80858771006585,8,-122.27953746649987,3,1,2,2,9,40.0,True,House,6,76,61,False,8
11259505,8,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,5,9,8,8,0.11485984643293633,False,78,180,11259505,True,False,False,False,False,False,True,False,37.82087569049202,7,-122.28138952010156,1,1,1,2,4,40.0,True,Townhouse,12,78,97,False,8
10771661,10,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,4,10,9,10,0.26675946141156837,False,100,0,10771661,False,False,True,False,False,False,False,False,37.77051378939418,9,-122.127863892365,1,1,1,2,6,40.0,True,House,2,100,12,False,9
15453972,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,3,10,10,10,0.1366909365254738,False,100,0,15453972,False,True,False,False,False,False,False,False,37.82697087596418,10,-122.26039117851936,1,1,1,2,9,39.0,True,Apartment,1,100,8,False,10
15466861,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,4,10,10,10,0.1519394686015766,False,100,114,15466861,False,False,True,False,True,False,False,False,37.79267104572615,10,-122.24152821011036,1,1,1,1,13,33.0,True,House,3,100,9,False,10
155999,10,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,5,10,10,10,0.15592697293993207,False,94,48,155999,False,False,True,False,False,False,False,False,37.796575627148734,8,-122.23751493709845,1,1,1,1,6,35.0,True,House,7,94,52,False,9
1115215,10,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,3,10,9,10,0.26871215516896646,False,97,83,1115215,False,False,True,False,True,False,False,False,37.734020523787116,10,-122.13188335150433,,1,2,4,12,40.0,True,House,84,97,338,False,10
15315048,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,4,,,,0.21505479231738664,False,,470,15315048,False,False,True,False,False,False,False,False,37.73622433479635,,-122.18674995270746,1.5,1,1,2,8,39.0,True,House,0,,11,False,
2715057,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,3,,,,0.13477712060890826,False,,0,2715057,False,True,False,False,False,False,False,False,37.811927077313236,,-122.2596516713676,1,1,1,1,1,30.0,True,Apartment,0,,10,False,
3789844,10,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,4,10,9,10,0.11658556463206463,False,92,24,3789844,False,False,True,False,False,False,False,False,37.822352990065006,8,-122.2799590391624,1,1,1,1,11,40.0,True,House,29,92,87,False,9
8125835,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,3,10,10,10,0.14679491584986473,False,92,0,8125835,False,False,True,False,False,False,False,False,37.85277969794284,9,-122.2582285743678,2,1,1,2,5,40.0,True,House,5,92,13,False,10
14836117,10,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,3,10,10,10,0.22351737222439727,False,92,31,14836117,False,False,True,False,False,False,False,False,37.74543100371846,7,-122.17562995703949,1.5,1,1,2,3,25.0,True,House,26,92,95,False,9
11069321,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,5,10,9,10,0.1492815012292478,False,91,199,11069321,False,False,True,False,False,False,False,False,37.838028251815565,10,-122.25030702863191,1,1,1,1,4,40.0,True,House,16,91,52,False,9
6246364,,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,3,,,,0.11476635575830543,False,,0,6246364,False,False,True,False,False,False,False,False,37.822062974052635,,-122.2817597978801,1,1,1,1,1,35.0,True,House,0,,13,False,
